date,product,store,sales,lag_1,lag_7,rolling_mean,day_of_week,forecast
2022-07-19,P1,S1,12,22.0,16.0,19.285714285714285,1,18.851131100261327
2022-07-20,P1,S1,20,12.0,24.0,17.0,2,19.106816374952604
2022-07-20,P1,S2,17,22.0,18.0,17.857142857142858,2,19.493626548665354
2022-07-20,P2,S1,20,19.0,7.0,18.714285714285715,2,19.168507641085238
2022-07-20,P2,S2,22,22.0,31.0,18.857142857142858,2,19.803259749950367
2022-07-20,P3,S1,20,21.0,13.0,19.714285714285715,2,20.0286042136269
2022-07-20,P3,S2,20,26.0,11.0,20.571428571428573,2,19.735327027971483
2022-07-21,P1,S1,16,20.0,25.0,20.285714285714285,3,18.50476331920818
2022-07-21,P1,S2,16,17.0,32.0,21.0,3,19.584537960138004
2022-07-21,P2,S1,12,20.0,26.0,20.714285714285715,3,18.166521837793052
2022-07-21,P2,S2,28,22.0,22.0,21.142857142857142,3,21.285576092553292
2022-07-21,P3,S1,13,20.0,22.0,20.857142857142858,3,19.84829184669744
2022-07-21,P3,S2,16,20.0,24.0,20.714285714285715,3,19.41370013795073
2022-07-22,P3,S2,21,16.0,18.0,19.285714285714285,4,18.836253930902693
2022-07-22,P2,S2,26,28.0,19.0,20.428571428571427,4,20.798654991174605
2022-07-22,P3,S1,16,13.0,16.0,19.857142857142858,4,18.95473323670809
2022-07-22,P2,S1,18,12.0,20.0,18.714285714285715,4,19.42304037458091
2022-07-22,P1,S1,16,16.0,23.0,17.857142857142858,4,19.767116291304454
2022-07-22,P1,S2,24,16.0,21.0,17.285714285714285,4,19.85502170737655
2022-07-23,P1,S1,25,16.0,21.0,16.714285714285715,5,27.68465571781957
2022-07-23,P1,S2,40,24.0,29.0,17.857142857142858,5,30.944168309966315
2022-07-23,P2,S1,24,18.0,25.0,16.428571428571427,5,27.651881569763955
2022-07-23,P2,S2,31,26.0,24.0,18.285714285714285,5,29.462243962584918
2022-07-23,P3,S1,33,16.0,30.0,18.857142857142858,5,30.786064378695723
2022-07-23,P3,S2,32,21.0,36.0,19.571428571428573,5,29.64655900703128
2022-07-24,P1,S1,29,25.0,34.0,20.857142857142858,6,29.073211691829155
2022-07-24,P1,S2,29,40.0,22.0,24.285714285714285,6,29.669011104487314
2022-07-24,P2,S1,30,24.0,25.0,24.285714285714285,6,29.424544824563572
2022-07-24,P2,S2,29,31.0,34.0,26.142857142857142,6,29.625251612802934
2022-07-24,P3,S1,34,33.0,25.0,27.142857142857142,6,29.905725814253646
2022-07-24,P3,S2,41,32.0,28.0,29.428571428571427,6,32.31261280022484
2022-07-25,P3,S2,28,41.0,21.0,32.285714285714285,0,22.636832607428172
2022-07-25,P2,S2,32,29.0,13.0,32.857142857142854,0,25.503343908774376
2022-07-25,P3,S1,15,34.0,16.0,32.0,0,18.515656690238224
2022-07-25,P1,S2,13,29.0,15.0,32.714285714285715,0,19.761653863228204
2022-07-25,P2,S1,19,30.0,20.0,32.57142857142857,0,19.486329255291686
2022-07-25,P1,S1,17,29.0,22.0,32.0,0,19.29584470632976
2022-07-26,P1,S1,28,17.0,12.0,29.857142857142858,1,22.705357312044633
2022-07-26,P1,S2,17,13.0,22.0,25.857142857142858,1,19.340837834662594
2022-07-26,P2,S1,22,19.0,19.0,24.428571428571427,1,19.47593125056709
2022-07-26,P2,S2,28,32.0,22.0,24.142857142857142,1,20.922897623547748
2022-07-26,P3,S1,18,15.0,21.0,22.142857142857142,1,19.007740111018816
2022-07-26,P3,S2,18,28.0,26.0,21.857142857142858,1,19.38381674982528
2022-07-27,P3,S1,20,18.0,20.0,20.285714285714285,2,20.069672924735084
2022-07-27,P2,S2,13,28.0,22.0,21.857142857142858,2,19.778100876526572
2022-07-27,P3,S2,16,18.0,20.0,22.571428571428573,2,19.334741207646264
2022-07-27,P1,S2,14,17.0,17.0,22.285714285714285,2,19.201235115909373
2022-07-27,P1,S1,17,28.0,20.0,21.714285714285715,2,19.595306762438625
2022-07-27,P2,S1,16,22.0,20.0,22.714285714285715,2,19.827557712968225
2022-07-28,P3,S1,10,20.0,13.0,21.571428571428573,3,18.231889321664358
2022-07-28,P2,S2,24,13.0,28.0,20.857142857142858,3,20.711455243216705
2022-07-28,P3,S2,21,16.0,16.0,19.142857142857142,3,19.678144901661362
2022-07-28,P1,S2,12,14.0,16.0,18.571428571428573,3,19.17820370934641
2022-07-28,P1,S1,21,17.0,16.0,18.571428571428573,3,19.54230777529146
2022-07-28,P2,S1,21,16.0,12.0,16.857142857142858,3,19.57943933007262
2022-07-29,P1,S1,26,21.0,16.0,16.714285714285715,4,19.826215617509583
2022-07-29,P1,S2,13,12.0,24.0,15.571428571428571,4,18.07654882390697
2022-07-29,P2,S1,28,21.0,18.0,16.714285714285715,4,20.74629819819219
2022-07-29,P2,S2,22,24.0,26.0,17.857142857142858,4,18.699385258485286
2022-07-29,P3,S1,16,10.0,16.0,17.285714285714285,4,19.318545000669864
2022-07-29,P3,S2,19,21.0,21.0,17.857142857142858,4,19.707111161494513
2022-07-30,P3,S1,30,16.0,33.0,17.857142857142858,5,30.035504426829885
2022-07-30,P2,S2,25,22.0,31.0,18.0,5,29.00633796101072
2022-07-30,P3,S2,22,19.0,32.0,19.0,5,28.928603167589408
2022-07-30,P1,S2,30,13.0,40.0,17.857142857142858,5,29.00750725624586
2022-07-30,P2,S1,32,28.0,24.0,18.428571428571427,5,29.871635749990354
2022-07-30,P1,S1,32,26.0,25.0,20.714285714285715,5,29.035664405439285
2022-07-31,P1,S1,29,32.0,29.0,22.285714285714285,6,29.66658247511667
2022-07-31,P1,S2,25,30.0,29.0,24.285714285714285,6,29.358016380014977
2022-07-31,P2,S1,26,32.0,30.0,25.714285714285715,6,30.049138027146356
2022-07-31,P2,S2,36,25.0,29.0,26.571428571428573,6,31.440888373091557
2022-07-31,P3,S1,35,30.0,34.0,29.0,6,31.13316319973959
2022-07-31,P3,S2,33,22.0,41.0,28.142857142857142,6,30.598381175852555
2022-08-01,P1,S1,14,29.0,17.0,28.571428571428573,0,19.2093184472099
2022-08-01,P1,S2,18,25.0,13.0,27.571428571428573,0,19.233654574756955
2022-08-01,P2,S1,26,26.0,19.0,27.0,0,19.752451788843015
2022-08-01,P2,S2,20,36.0,32.0,27.571428571428573,0,19.422016386031345
2022-08-01,P3,S1,31,35.0,15.0,29.0,0,22.162329946196714
2022-08-01,P3,S2,21,33.0,28.0,29.428571428571427,0,20.17926919639946
2022-08-02,P3,S2,24,21.0,18.0,29.285714285714285,1,20.288384288418413
2022-08-02,P2,S2,19,20.0,28.0,28.0,1,18.382144462870983
2022-08-02,P3,S1,23,31.0,18.0,28.857142857142858,1,20.43837804369605
2022-08-02,P2,S1,20,26.0,22.0,28.857142857142858,1,20.068278997060073
2022-08-02,P1,S1,20,14.0,28.0,25.714285714285715,1,18.736668602240332
2022-08-02,P1,S2,18,18.0,17.0,23.285714285714285,1,19.166009374693346
2022-08-03,P1,S1,16,20.0,17.0,21.428571428571427,2,19.251709878891987
2022-08-03,P1,S2,13,18.0,14.0,21.0,2,19.10500925564085
2022-08-03,P2,S1,10,20.0,16.0,21.0,2,18.75817595129539
2022-08-03,P2,S2,22,19.0,13.0,19.285714285714285,2,19.552596262749272
2022-08-03,P3,S1,14,23.0,20.0,18.857142857142858,2,19.603136244366258
2022-08-03,P3,S2,9,24.0,16.0,20.285714285714285,2,19.095581701832078
2022-08-04,P1,S1,21,16.0,21.0,20.0,3,20.03736263237521
2022-08-04,P1,S2,32,13.0,12.0,19.0,3,21.566749976871193
2022-08-04,P2,S1,19,10.0,21.0,17.857142857142858,3,19.702532567379432
2022-08-04,P2,S2,24,22.0,24.0,18.142857142857142,3,19.508468173553563
2022-08-04,P3,S1,20,14.0,10.0,17.428571428571427,3,18.84303342137131
2022-08-04,P3,S2,19,9.0,21.0,15.428571428571429,3,19.291010555770736
2022-08-05,P3,S1,16,20.0,16.0,14.857142857142858,4,17.42969727860559
2022-08-05,P2,S2,21,24.0,22.0,16.0,4,20.486713764320918
2022-08-05,P3,S2,24,19.0,19.0,16.857142857142858,4,19.540155213947347
2022-08-05,P1,S2,18,32.0,13.0,20.0,4,18.29534116092421
2022-08-05,P2,S1,21,19.0,28.0,19.571428571428573,4,19.016436592476428
2022-08-05,P1,S1,24,21.0,26.0,20.571428571428573,4,20.46679912578138
2022-08-06,P1,S1,29,24.0,32.0,22.714285714285715,5,29.09895166716863
2022-08-06,P1,S2,26,18.0,30.0,22.428571428571427,5,28.708708636609227
2022-08-06,P2,S1,32,21.0,32.0,22.0,5,29.170830443451948
2022-08-06,P2,S2,25,21.0,25.0,22.285714285714285,5,28.936981859397456
2022-08-06,P3,S1,30,16.0,30.0,20.0,5,29.331445142956856
2022-08-06,P3,S2,29,24.0,22.0,20.714285714285715,5,29.138267747893174
2022-08-07,P1,S1,35,29.0,29.0,21.857142857142858,6,29.245051208145448
2022-08-07,P1,S2,32,26.0,25.0,22.142857142857142,6,29.10556453632924
2022-08-07,P2,S1,29,32.0,26.0,24.142857142857142,6,29.16875156439372
2022-08-07,P2,S2,34,25.0,36.0,24.714285714285715,6,30.314546789898458
2022-08-07,P3,S1,36,30.0,35.0,26.0,6,30.500666813601896
2022-08-07,P3,S2,32,29.0,33.0,27.857142857142858,6,29.952185352805124
2022-08-08,P2,S2,18,34.0,20.0,29.285714285714285,0,19.45179245779589
2022-08-08,P3,S2,19,32.0,21.0,29.714285714285715,0,19.76453793630019
2022-08-08,P3,S1,16,36.0,31.0,31.142857142857142,0,16.11969208335977
2022-08-08,P2,S1,14,29.0,26.0,30.714285714285715,0,18.786401120874316
2022-08-08,P1,S2,13,32.0,18.0,31.714285714285715,0,18.961867045805377
2022-08-08,P1,S1,20,35.0,14.0,32.42857142857143,0,21.160758540516955
2022-08-09,P1,S1,20,20.0,20.0,31.142857142857142,1,19.86748209885777
2022-08-09,P1,S2,22,13.0,18.0,28.142857142857142,1,19.592344600851174
2022-08-09,P2,S1,19,14.0,20.0,25.571428571428573,1,19.240557143319926
2022-08-09,P2,S2,22,18.0,19.0,23.0,1,19.30842686568311
2022-08-09,P3,S1,20,16.0,23.0,21.142857142857142,1,19.91998959753793
2022-08-09,P3,S2,10,19.0,24.0,19.285714285714285,1,18.166955016885975
2022-08-10,P3,S2,26,10.0,9.0,15.714285714285714,2,20.666326576527695
2022-08-10,P3,S1,27,20.0,14.0,15.714285714285714,2,21.553761464470057
2022-08-10,P2,S2,22,22.0,22.0,17.0,2,19.894883800935965
2022-08-10,P1,S1,15,20.0,16.0,17.857142857142858,2,19.112933814427922
2022-08-10,P1,S2,19,22.0,13.0,18.428571428571427,2,19.858049331189775
2022-08-10,P2,S1,13,19.0,10.0,18.857142857142858,2,17.665768800237416
2022-08-11,P2,S2,18,22.0,24.0,19.285714285714285,3,18.99195098664284
2022-08-11,P3,S1,16,27.0,20.0,21.714285714285715,3,19.589711751786695
2022-08-11,P3,S2,18,26.0,19.0,22.571428571428573,3,19.858733790704445
2022-08-11,P2,S1,20,13.0,19.0,21.285714285714285,3,19.81611339719365
2022-08-11,P1,S1,18,15.0,21.0,20.571428571428573,3,20.099532385514475
2022-08-11,P1,S2,27,19.0,32.0,20.142857142857142,3,21.179870488998613
2022-08-12,P1,S1,18,18.0,24.0,20.0,4,20.41318724895102
2022-08-12,P1,S2,20,27.0,18.0,20.714285714285715,4,20.65781505763809
2022-08-12,P2,S1,20,20.0,21.0,19.714285714285715,4,20.535597881489757
2022-08-12,P2,S2,20,18.0,21.0,18.571428571428573,4,20.107424380569647
2022-08-12,P3,S1,22,16.0,16.0,19.0,4,19.411920986491673
2022-08-12,P3,S2,25,18.0,24.0,19.428571428571427,4,19.951747447614324
2022-08-13,P1,S1,34,18.0,29.0,19.285714285714285,5,29.88332945920391
2022-08-13,P1,S2,22,20.0,26.0,19.571428571428573,5,28.63816533950088
2022-08-13,P2,S1,17,20.0,32.0,18.571428571428573,5,29.211040456078955
2022-08-13,P2,S2,34,20.0,25.0,18.571428571428573,5,29.699839074578243
2022-08-13,P3,S1,23,22.0,30.0,19.142857142857142,5,28.451068446086943
2022-08-13,P3,S2,28,25.0,29.0,20.428571428571427,5,28.580582441211153
2022-08-14,P3,S2,17,28.0,32.0,21.857142857142858,6,27.855085136924732
2022-08-14,P3,S1,27,23.0,36.0,22.571428571428573,6,28.871122514603677
2022-08-14,P2,S2,33,34.0,34.0,24.571428571428573,6,30.020073040777365
2022-08-14,P1,S2,20,22.0,32.0,24.857142857142858,6,28.606914341105252
2022-08-14,P1,S1,24,34.0,35.0,26.857142857142858,6,28.751529076297444
2022-08-14,P2,S1,32,17.0,29.0,26.142857142857142,6,30.862783913505215
2022-08-15,P3,S1,19,27.0,16.0,26.428571428571427,0,18.780947829770206
2022-08-15,P2,S2,20,33.0,18.0,27.142857142857142,0,19.61033616718457
2022-08-15,P3,S2,22,17.0,19.0,26.285714285714285,0,19.10197336877726
2022-08-15,P1,S2,21,20.0,13.0,24.285714285714285,0,19.53800470083431
2022-08-15,P1,S1,17,24.0,20.0,24.571428571428573,0,19.634742909332733
2022-08-15,P2,S1,12,32.0,14.0,24.285714285714285,0,18.46634100669722
2022-08-16,P1,S1,20,17.0,20.0,24.285714285714285,1,19.478064365548136
2022-08-16,P1,S2,15,21.0,22.0,23.428571428571427,1,19.2880267890004
2022-08-16,P2,S1,25,12.0,19.0,20.428571428571427,1,21.706726132692374
2022-08-16,P2,S2,19,20.0,22.0,20.857142857142858,1,19.90195462253701
2022-08-16,P3,S1,19,19.0,20.0,20.714285714285715,1,20.020676249398292
2022-08-16,P3,S2,15,22.0,10.0,20.428571428571427,1,18.198748970507292
2022-08-17,P3,S1,13,19.0,27.0,18.571428571428573,2,17.438186232387157
2022-08-17,P3,S2,11,15.0,26.0,18.285714285714285,2,17.450058815995423
2022-08-17,P2,S2,28,19.0,22.0,18.0,2,20.33339982994875
2022-08-17,P1,S2,15,15.0,19.0,18.428571428571427,2,19.391409419121757
2022-08-17,P1,S1,17,20.0,15.0,18.428571428571427,2,19.34844772137025
2022-08-17,P2,S1,19,25.0,13.0,19.285714285714285,2,19.25291327049308
2022-08-18,P1,S1,27,17.0,18.0,18.571428571428573,3,20.206441525053148
2022-08-18,P1,S2,18,15.0,27.0,18.0,3,18.662725221911668
2022-08-18,P2,S1,16,19.0,20.0,18.571428571428573,3,19.85074871074853
2022-08-18,P2,S2,25,28.0,18.0,19.857142857142858,3,20.554517204163755
2022-08-18,P3,S1,16,13.0,16.0,19.571428571428573,3,19.115950305608177
2022-08-18,P3,S2,29,11.0,18.0,18.285714285714285,3,19.97658875218573
2022-08-19,P3,S2,21,29.0,25.0,18.857142857142858,4,19.528666716595307
2022-08-19,P3,S1,23,16.0,22.0,18.714285714285715,4,20.069461568810144
2022-08-19,P2,S2,16,25.0,20.0,20.142857142857142,4,20.142232221989048
2022-08-19,P1,S1,23,27.0,18.0,21.285714285714285,4,20.9962250592234
2022-08-19,P1,S2,17,18.0,20.0,19.857142857142858,4,20.33372569603903
2022-08-19,P2,S1,30,16.0,20.0,20.285714285714285,4,20.517060090470867
2022-08-20,P3,S1,32,23.0,23.0,22.0,5,29.12025987532853
2022-08-20,P3,S2,26,21.0,28.0,20.857142857142858,5,28.555762302894873
2022-08-20,P2,S2,26,16.0,34.0,20.857142857142858,5,28.669596576571927
2022-08-20,P2,S1,30,30.0,17.0,21.571428571428573,5,29.414456383135125
2022-08-20,P1,S2,37,17.0,22.0,20.142857142857142,5,31.6619770575771
2022-08-20,P1,S1,36,23.0,34.0,20.857142857142858,5,29.224269076794204
2022-08-21,P1,S1,40,36.0,24.0,23.714285714285715,6,33.00251143058864
2022-08-21,P1,S2,30,37.0,20.0,25.714285714285715,6,29.363135498643445
2022-08-21,P2,S1,28,30.0,32.0,27.0,6,29.011268128985222
2022-08-21,P2,S2,30,26.0,33.0,28.428571428571427,6,29.371636373839564
2022-08-21,P3,S1,23,32.0,27.0,28.714285714285715,6,28.571638192335513
2022-08-21,P3,S2,25,26.0,17.0,30.0,6,27.181789059145288
2022-08-22,P1,S1,26,40.0,17.0,32.42857142857143,0,21.45265648091985
2022-08-22,P1,S2,16,30.0,21.0,31.571428571428573,0,18.816669992250617
2022-08-22,P2,S1,14,28.0,12.0,30.285714285714285,0,19.23571026433432
2022-08-22,P2,S2,22,30.0,20.0,30.285714285714285,0,19.417999685487388
2022-08-22,P3,S1,25,23.0,19.0,29.857142857142858,0,20.371288425141504
2022-08-22,P3,S2,23,25.0,22.0,28.857142857142858,0,19.96224461618966
2022-08-23,P3,S2,18,23.0,15.0,28.428571428571427,1,19.264796997201376
2022-08-23,P3,S1,18,25.0,19.0,26.285714285714285,1,19.327676729447486
2022-08-23,P2,S2,27,22.0,19.0,25.142857142857142,1,19.69851004528441
2022-08-23,P2,S1,12,14.0,25.0,23.142857142857142,1,17.890249251457732
2022-08-23,P1,S2,16,16.0,15.0,21.142857142857142,1,20.282225326638994
2022-08-23,P1,S1,24,26.0,20.0,21.571428571428573,1,19.788254184167002
2022-08-24,P3,S1,16,18.0,13.0,20.571428571428573,2,19.176846647636633
2022-08-24,P2,S2,30,27.0,28.0,21.142857142857142,2,22.735734274292398
2022-08-24,P3,S2,24,18.0,11.0,20.142857142857142,2,20.2031610852514
2022-08-24,P1,S2,22,16.0,15.0,19.285714285714285,2,20.168185586615618
2022-08-24,P1,S1,26,24.0,17.0,20.714285714285715,2,20.69372123383615
2022-08-24,P2,S1,22,12.0,19.0,20.142857142857142,2,20.305892317111194
2022-08-25,P1,S1,20,26.0,27.0,20.142857142857142,3,20.2565956444229
2022-08-25,P1,S2,21,22.0,18.0,20.714285714285715,3,20.749310811013224
2022-08-25,P2,S1,27,22.0,16.0,20.0,3,19.92418549121555
2022-08-25,P2,S2,22,30.0,25.0,21.714285714285715,3,19.91696887581958
2022-08-25,P3,S1,22,16.0,16.0,21.714285714285715,3,19.515191532025547
2022-08-25,P3,S2,25,24.0,29.0,21.714285714285715,3,20.213196741687305
2022-08-26,P3,S1,30,22.0,23.0,23.142857142857142,4,20.504568575289387
2022-08-26,P3,S2,14,25.0,21.0,23.0,4,19.35985428620556
2022-08-26,P2,S1,14,27.0,30.0,23.714285714285715,4,18.29973054416181
2022-08-26,P1,S2,15,21.0,17.0,23.571428571428573,4,19.03550849277725
2022-08-26,P1,S1,18,20.0,23.0,22.142857142857142,4,19.518297702289555
2022-08-26,P2,S2,10,22.0,16.0,23.0,4,18.239564936331348
2022-08-27,P1,S1,28,18.0,36.0,22.142857142857142,5,29.265124089808843
2022-08-27,P1,S2,28,15.0,37.0,21.142857142857142,5,28.606496051404097
2022-08-27,P2,S1,31,14.0,30.0,19.571428571428573,5,30.698447327147615
2022-08-27,P2,S2,34,10.0,26.0,17.142857142857142,5,29.676016802022556
2022-08-27,P3,S1,34,30.0,32.0,18.428571428571427,5,30.575548715791225
2022-08-27,P3,S2,27,14.0,26.0,17.571428571428573,5,29.5935824272205
2022-08-28,P3,S1,32,34.0,23.0,19.285714285714285,6,30.482152244004634
2022-08-28,P1,S1,29,28.0,40.0,20.714285714285715,6,28.803024187538576
2022-08-28,P1,S2,31,28.0,30.0,22.571428571428573,6,29.03792367690482
2022-08-28,P2,S1,28,31.0,28.0,25.0,6,30.14990130346772
2022-08-28,P2,S2,38,34.0,30.0,28.428571428571427,6,31.51574238950772
2022-08-28,P3,S2,33,27.0,25.0,28.0,6,30.282110691498392
2022-08-29,P3,S1,21,32.0,25.0,30.571428571428573,0,19.615734535252667
2022-08-29,P3,S2,16,33.0,23.0,30.428571428571427,0,19.569023323364448
2022-08-29,P2,S2,13,38.0,22.0,31.857142857142858,0,18.164573769628404
2022-08-29,P1,S1,23,29.0,26.0,32.0,0,19.88000683249511
2022-08-29,P1,S2,25,31.0,16.0,32.0,0,20.06424336492876
2022-08-29,P2,S1,20,28.0,14.0,31.142857142857142,0,19.556715401850507
2022-08-30,P1,S1,17,23.0,24.0,30.571428571428573,1,19.651233015209538
2022-08-30,P1,S2,22,25.0,16.0,29.571428571428573,1,19.911868256252593
2022-08-30,P2,S1,26,20.0,12.0,27.714285714285715,1,20.558813845507103
2022-08-30,P2,S2,20,13.0,27.0,24.142857142857142,1,18.977984401669268
2022-08-30,P3,S1,21,21.0,18.0,23.0,1,19.60079211558845
2022-08-30,P3,S2,28,16.0,18.0,20.857142857142858,1,20.992181596011022
2022-08-31,P1,S1,21,17.0,26.0,19.285714285714285,2,18.743534830308082
2022-08-31,P1,S2,33,22.0,22.0,19.142857142857142,2,21.10060537828473
2022-08-31,P2,S1,22,26.0,22.0,19.285714285714285,2,18.993433750900145
2022-08-31,P2,S2,11,20.0,30.0,19.285714285714285,2,17.104542037713696
2022-08-31,P3,S1,23,21.0,16.0,20.428571428571427,2,19.524125036312956
2022-08-31,P3,S2,21,28.0,24.0,21.428571428571427,2,20.04737238436805
2022-09-01,P3,S2,15,21.0,25.0,22.142857142857142,3,18.219278462459084
2022-09-01,P3,S1,18,23.0,22.0,23.0,3,19.36464835074538
2022-09-01,P2,S2,13,11.0,22.0,21.428571428571427,3,17.736851594676917
2022-09-01,P1,S2,23,33.0,21.0,22.428571428571427,3,20.74918762268489
2022-09-01,P1,S1,26,21.0,20.0,22.571428571428573,3,19.862401996972164
2022-09-01,P2,S1,19,22.0,27.0,22.714285714285715,3,19.017232672818707
2022-09-02,P3,S2,22,15.0,14.0,20.857142857142858,4,19.683329811026812
2022-09-02,P1,S1,17,26.0,18.0,21.571428571428573,4,20.00069753923334
2022-09-02,P1,S2,22,23.0,15.0,21.571428571428573,4,19.356886728994624
2022-09-02,P2,S1,28,19.0,14.0,22.714285714285715,4,18.881222334129806
2022-09-02,P2,S2,21,13.0,10.0,19.857142857142858,4,19.196876711963025
2022-09-02,P3,S1,14,18.0,30.0,19.428571428571427,4,18.736893830302623
2022-09-03,P1,S1,35,17.0,28.0,18.714285714285715,5,30.88484002718069
2022-09-03,P1,S2,26,22.0,28.0,19.714285714285715,5,28.569148006389668
2022-09-03,P2,S1,29,28.0,31.0,20.0,5,29.0149974670181
2022-09-03,P2,S2,30,21.0,34.0,19.714285714285715,5,29.570356601723947
2022-09-03,P3,S1,26,14.0,34.0,19.0,5,30.336628397104793
2022-09-03,P3,S2,33,22.0,27.0,20.285714285714285,5,28.915054668506105
2022-09-04,P3,S1,33,26.0,32.0,21.428571428571427,6,29.309362955642136
2022-09-04,P3,S2,28,33.0,33.0,23.714285714285715,6,29.104799043980197
2022-09-04,P2,S2,27,30.0,38.0,24.857142857142858,6,28.31933233657573
2022-09-04,P1,S1,29,35.0,29.0,25.857142857142858,6,29.482456731126714
2022-09-04,P1,S2,32,26.0,31.0,26.571428571428573,6,30.77046469106223
2022-09-04,P2,S1,25,29.0,28.0,28.714285714285715,6,28.68876757765338
2022-09-05,P1,S1,28,29.0,23.0,29.714285714285715,0,21.201113311508944
2022-09-05,P1,S2,18,32.0,25.0,30.571428571428573,0,19.615734535252667
2022-09-05,P2,S1,21,25.0,20.0,29.428571428571427,0,19.834783198929305
2022-09-05,P2,S2,24,27.0,13.0,29.0,0,20.195602607890642
2022-09-05,P3,S1,12,33.0,21.0,28.714285714285715,0,18.866603918336164
2022-09-05,P3,S2,11,28.0,16.0,29.0,0,19.415932605547933
2022-09-06,P3,S2,20,11.0,28.0,26.428571428571427,1,19.318327850631082
2022-09-06,P3,S1,17,12.0,21.0,24.0,1,19.2793479117238
2022-09-06,P2,S2,32,24.0,20.0,22.857142857142858,1,20.090412700086624
2022-09-06,P1,S1,12,28.0,17.0,23.285714285714285,1,19.22011585402864
2022-09-06,P1,S2,26,18.0,22.0,22.0,1,19.542823380079973
2022-09-06,P2,S1,17,21.0,26.0,20.285714285714285,1,19.138825069216292
2022-09-07,P3,S1,25,17.0,23.0,18.714285714285715,2,20.45387530455442
2022-09-07,P3,S2,22,20.0,21.0,20.0,2,20.18329451156655
2022-09-07,P2,S2,26,32.0,11.0,22.857142857142858,2,21.024739795611396
2022-09-07,P1,S1,27,12.0,21.0,21.142857142857142,2,21.9159729718231
2022-09-07,P1,S2,30,26.0,33.0,20.857142857142858,2,23.17170446976294
2022-09-07,P2,S1,30,17.0,22.0,20.714285714285715,2,20.385409507261464
2022-09-08,P1,S1,23,27.0,26.0,21.571428571428573,3,19.506420055769926
2022-09-08,P1,S2,17,30.0,23.0,23.428571428571427,3,19.740253128740093
2022-09-08,P2,S1,15,30.0,19.0,24.857142857142858,3,19.487797117642682
2022-09-08,P2,S2,19,26.0,13.0,24.0,3,18.89567319631063
2022-09-08,P3,S1,19,25.0,18.0,25.857142857142858,3,19.267914338793236
2022-09-08,P3,S2,17,22.0,15.0,25.285714285714285,3,19.184779991276084
2022-09-09,P3,S1,14,19.0,14.0,25.571428571428573,4,18.649734140503774
2022-09-09,P3,S2,19,17.0,22.0,24.142857142857142,4,19.47302207514866
2022-09-09,P2,S2,27,19.0,21.0,22.571428571428573,4,19.759369203413065
2022-09-09,P1,S1,23,23.0,17.0,21.571428571428573,4,19.99047415394586
2022-09-09,P1,S2,24,17.0,22.0,20.285714285714285,4,20.49825089553113
2022-09-09,P2,S1,20,15.0,28.0,18.857142857142858,4,19.516348621524045
2022-09-10,P1,S1,26,23.0,35.0,19.0,5,28.173698464025748
2022-09-10,P1,S2,20,24.0,26.0,19.714285714285715,5,28.351014148028266
2022-09-10,P2,S1,29,20.0,29.0,20.142857142857142,5,29.15208717460283
2022-09-10,P2,S2,29,27.0,30.0,21.285714285714285,5,28.959717113595442
2022-09-10,P3,S1,37,14.0,26.0,20.0,5,31.065463091051907
2022-09-10,P3,S2,33,19.0,33.0,20.285714285714285,5,29.47714999243335
2022-09-11,P1,S1,24,26.0,29.0,21.857142857142858,6,28.79067702009914
2022-09-11,P1,S2,39,20.0,32.0,21.428571428571427,6,30.906168039615423
2022-09-11,P2,S1,36,29.0,25.0,22.142857142857142,6,29.690363849877013
2022-09-11,P2,S2,32,29.0,27.0,23.428571428571427,6,29.172436270089815
2022-09-11,P3,S1,28,37.0,33.0,24.857142857142858,6,29.638348302227037
2022-09-11,P3,S2,25,33.0,28.0,27.571428571428573,6,30.82459502895504
2022-09-12,P3,S2,14,25.0,11.0,28.428571428571427,0,16.76258084187609
2022-09-12,P3,S1,17,28.0,12.0,28.714285714285715,0,18.794242014817044
2022-09-12,P2,S2,27,32.0,24.0,30.428571428571427,0,19.89790993237832
2022-09-12,P1,S1,18,24.0,28.0,29.714285714285715,0,20.50276139816581
2022-09-12,P1,S2,25,39.0,18.0,31.142857142857142,0,20.35830868691596
2022-09-12,P2,S1,29,36.0,21.0,31.0,0,20.865874479082585
2022-09-13,P1,S1,20,18.0,12.0,28.857142857142858,1,20.563476295721888
2022-09-13,P1,S2,11,25.0,26.0,28.857142857142858,1,19.355873855092458
2022-09-13,P2,S1,21,29.0,17.0,29.0,1,20.036242574784723
2022-09-13,P2,S2,19,27.0,32.0,28.285714285714285,1,19.45696461943153
2022-09-13,P3,S1,17,17.0,17.0,27.285714285714285,1,19.604077226003422
2022-09-13,P3,S2,12,14.0,20.0,23.714285714285715,1,19.018701029327648
2022-09-14,P3,S1,19,17.0,25.0,21.0,2,19.390457155669896
2022-09-14,P2,S2,5,19.0,26.0,21.142857142857142,2,17.4179282860459
2022-09-14,P3,S2,28,12.0,22.0,19.285714285714285,2,20.245527851059066
2022-09-14,P1,S2,17,11.0,30.0,16.714285714285715,2,18.431262260784006
2022-09-14,P1,S1,22,20.0,27.0,15.714285714285714,2,19.85433832383761
2022-09-14,P2,S1,14,21.0,30.0,16.285714285714285,2,17.104176451781928
2022-09-15,P3,S2,21,28.0,17.0,18.285714285714285,3,19.89353330905084
2022-09-15,P3,S1,15,19.0,19.0,18.571428571428573,3,19.901553403403945
